Keypoints,Class
"[[0.09244919 0.71844786 0.70438284]
 [0.0741826  0.7169023  0.84586966]
 [0.07101946 0.69742626 0.89116216]
 [0.08214392 0.68415475 0.69275737]
 [0.22588183 0.34932557 0.80271685]
 [0.56534123 0.5921991  0.8402214 ]
 [0.5249425  0.5308693  0.84112906]
 [0.77128875 0.56545424 0.89931   ]
 [0.394828   0.39416763 0.7128966 ]
 [0.9460167  0.54817617 0.8635964 ]
 [0.2784838  0.24579273 0.8226186 ]]"
"[[0.03850238 0.5683417  0.8705787 ]
 [0.02190831 0.5875497  0.95029455]
 [0.02338879 0.5456956  0.8408525 ]
 [0.04477514 0.6121364  0.7501036 ]
 [0.05272201 0.5212409  0.73535013]
 [0.1703773  0.67088723 0.8986484 ]
 [0.1594053  0.46586516 0.9375782 ]
 [0.26744244 0.7694808  0.7977433 ]
 [0.11168671 0.30159464 0.8164013 ]
 [0.37145337 0.7071787  0.6516954 ]
 [0.07162926 0.1593624  0.9214107 ]
 [0.47143576 0.5977582  0.89463204]
 [0.4287721  0.5096036  0.82019234]
 [0.7232227  0.5609622  0.8681392 ]
 [0.3065007  0.29630643 0.8170401 ]
 [0.93915814 0.52386314 0.9257366 ]
 [0.16732849 0.10210785 0.9177627 ]]"
"[[0.11326727 0.58448756 0.9118715 ]
 [0.09500448 0.5846244  0.8807282 ]
 [0.09428204 0.5606579  0.8257476 ]
 [0.10231958 0.5549021  0.8794563 ]
 [0.10752086 0.50136656 0.88471836]
 [0.20846568 0.61627126 0.7522523 ]
 [0.2056055  0.42617786 0.94165784]
 [0.19523752 0.76793104 0.8258028 ]
 [0.2234436  0.28404248 0.95512027]
 [0.16804332 0.9072125  0.95717645]
 [0.2173729  0.15131947 0.83778024]
 [0.4857528  0.54912055 0.9531219 ]
 [0.46159437 0.4598753  0.9127156 ]
 [0.734281   0.5228266  0.91100407]
 [0.38496396 0.2513805  0.73474824]
 [0.95903075 0.48904213 0.9053735 ]
 [0.29673555 0.05307622 0.8579066 ]]"
"[[0.09658269 0.54506975 0.7329116 ]
 [0.07723505 0.56520975 0.7720957 ]
 [0.07444469 0.52520895 0.932824  ]
 [0.08666821 0.5859937  0.94029856]
 [0.08136706 0.49753222 0.7849732 ]
 [0.18323469 0.6314934  0.8232354 ]
 [0.1635808  0.4352115  0.94131136]
 [0.17463121 0.78550434 0.95952314]
 [0.168455   0.2866197  0.940153  ]
 [0.16520569 0.9144202  0.9552364 ]
 [0.15659185 0.14620052 0.8891561 ]
 [0.45987153 0.56793636 0.8817752 ]
 [0.4262139  0.47780588 0.9037852 ]
 [0.6998372  0.51914287 0.956777  ]
 [0.39478356 0.297851   0.45187375]
 [0.9132917  0.481935   0.8822414 ]
 [0.2534208  0.06345273 0.82180077]]"
"[[0.08418915 0.46328813 0.8819356 ]
 [0.06459467 0.471858   0.81122124]
 [0.06427544 0.43803954 0.6921636 ]
 [0.07573499 0.4666828  0.5468966 ]
 [0.08256862 0.3909583  0.7889873 ]
 [0.18933015 0.5104634  0.86800367]
 [0.19337553 0.32897788 0.7896104 ]
 [0.1758526  0.587301   0.742549  ]
 [0.312119   0.23823306 0.7964932 ]
 [0.11520653 0.67097276 0.79617304]
 [0.40884718 0.31585848 0.8615655 ]
 [0.43083102 0.4984125  0.8491507 ]
 [0.46938524 0.41517362 0.85656875]
 [0.2995943  0.65329146 0.3373789 ]
 [0.7162404  0.44264656 0.90405977]
 [0.14192809 0.74185705 0.3658935 ]
 [0.9256777  0.45649627 0.9333756 ]]"
"[[0.10079639 0.35336408 0.9012029 ]
 [0.07738805 0.37237278 0.7233162 ]
 [0.07701175 0.33373636 0.81545794]
 [0.08379613 0.3954734  0.9071552 ]
 [0.08194843 0.30902034 0.8679552 ]
 [0.15318497 0.45050898 0.9377042 ]
 [0.20187218 0.25007907 0.7458565 ]
 [0.12038587 0.5873721  0.8712058 ]
 [0.3289821  0.16615605 0.83203304]
 [0.06112031 0.74307525 0.6996731 ]
 [0.41785684 0.26364914 0.8088926 ]
 [0.40698943 0.4614657  0.8302756 ]
 [0.4684381  0.37385795 0.79510605]
 [0.2946851  0.64376986 0.94160515]
 [0.7163572  0.3823133  0.92956376]
 [0.15014265 0.81087047 0.6297102 ]
 [0.92720044 0.42156357 0.9530745 ]]"
"[[0.26273164 0.5858339  0.89569974]
 [0.24461137 0.58192414 0.9315655 ]
 [0.24428324 0.56230754 0.8043604 ]
 [0.2537855  0.5468439  0.68770486]
 [0.2605813  0.50148284 0.8692132 ]
 [0.35572007 0.61280185 0.84983385]
 [0.35324413 0.42115596 0.8945476 ]
 [0.32017154 0.7606086  0.84186286]
 [0.35472435 0.27897483 0.91324246]
 [0.29759774 0.90159875 0.9062177 ]
 [0.34194446 0.13809294 0.9098317 ]
 [0.66423655 0.51871264 0.72793984]
 [0.6100791  0.43885145 0.88152647]
 [0.81451154 0.49481988 0.30821368]
 [0.5084262  0.24520278 0.81317544]
 [0.81402856 0.48477662 0.18477401]
 [0.41185024 0.03419203 0.8511126 ]]"
"[[0.05095377 0.2741262  0.75139046]
 [0.03570856 0.29273224 0.6235341 ]
 [0.0326171  0.27596146 0.5173708 ]
 [0.05254887 0.35304847 0.69853896]
 [0.04886957 0.3103418  0.108342  ]
 [0.14823838 0.4330587  0.718377  ]
 [0.15321065 0.25196627 0.84367347]
 [0.12936902 0.602436   0.70183814]
 [0.283409   0.16119212 0.63850176]
 [0.09280055 0.733488   0.39546165]
 [0.3821115  0.22420746 0.5897056 ]
 [0.40271166 0.42280295 0.79525983]
 [0.44289875 0.33611453 0.85394716]
 [0.2865976  0.6363341  0.5413513 ]
 [0.6958631  0.3643177  0.8276167 ]
 [0.15579653 0.81501377 0.35622567]
 [0.94522715 0.38136035 0.90751666]]"
"[[0.08603334 0.6990809  0.8728233 ]
 [0.06790332 0.71651506 0.69795734]
 [0.06786949 0.67835313 0.9127336 ]
 [0.08621634 0.74041426 0.940517  ]
 [0.08897358 0.6499271  0.95839   ]
 [0.19217293 0.79298496 0.8139646 ]
 [0.17865223 0.60097104 0.8376807 ]
 [0.33417636 0.8613926  0.9163223 ]
 [0.19902533 0.4747307  0.71875876]
 [0.44059712 0.78204715 0.85768914]
 [0.20798345 0.33706525 0.91872746]
 [0.4757975  0.67589504 0.73254085]
 [0.41743693 0.5962086  0.89353013]
 [0.71290207 0.6460726  0.95048   ]
 [0.38546658 0.39899075 0.82073545]
 [0.9211728  0.6294297  0.9575826 ]
 [0.31031948 0.17631336 0.94224864]]"
"[[0.06072941 0.6092531  0.62898266]
 [0.04324417 0.6032937  0.88282776]
 [0.04549586 0.58561677 0.8559118 ]
 [0.05612335 0.5651396  0.6306418 ]
 [0.06065334 0.52619165 0.8967508 ]
 [0.15155742 0.6431623  0.803205  ]
 [0.17123108 0.4301967  0.7365515 ]
 [0.1426945  0.7901256  0.7782582 ]
 [0.21644136 0.2905257  0.90624416]
 [0.13264696 0.92847455 0.7368821 ]
 [0.23669618 0.15702806 0.6928483 ]
 [0.464449   0.57848793 0.9002706 ]
 [0.42724696 0.48273742 0.77229154]
 [0.6918671  0.5365963  0.8989428 ]
 [0.40472767 0.28971186 0.5872537 ]
 [0.90994364 0.50992227 0.8673765 ]
 [0.34838742 0.07107518 0.6742916 ]]"
"[[0.10976706 0.37369153 0.744786  ]
 [0.09066318 0.35717395 0.7137333 ]
 [0.09100238 0.35531458 0.8701194 ]
 [0.1019996  0.31018117 0.77375454]
 [0.10214362 0.3075844  0.9322691 ]
 [0.19688335 0.33856177 0.6945988 ]
 [0.20700002 0.31265745 0.67023623]
 [0.23264194 0.49620217 0.6681228 ]
 [0.24150701 0.48826617 0.2784294 ]
 [0.2627132  0.6416982  0.7340003 ]
 [0.26220712 0.6444208  0.32106346]
 [0.4394408  0.2993909  0.8365525 ]
 [0.43931046 0.2819417  0.7153729 ]
 [0.7136328  0.28491855 0.9071104 ]
 [0.42316613 0.5032542  0.69571304]
 [0.9292088  0.2870917  0.9075866 ]
 [0.37553748 0.71812505 0.9120469 ]]"
"[[0.10418588 0.5738708  0.88805836]
 [0.08955108 0.5914385  0.8476864 ]
 [0.08499297 0.55435836 0.92776805]
 [0.10592854 0.6138683  0.829865  ]
 [0.09812506 0.5279564  0.942572  ]
 [0.19003527 0.64596516 0.86678797]
 [0.18381593 0.4670678  0.9501316 ]
 [0.17279494 0.7786611  0.9642661 ]
 [0.20515834 0.3083814  0.8922365 ]
 [0.11869159 0.8979057  0.8237322 ]
 [0.19360954 0.19779278 0.8614636 ]
 [0.4725024  0.5594112  0.94054663]
 [0.43632677 0.47325274 0.87914693]
 [0.7321351  0.5430517  0.8936732 ]
 [0.35089624 0.28264377 0.89359474]
 [0.9425484  0.5087777  0.93954617]
 [0.2755084  0.07231367 0.8774204 ]]"
"[[0.14147344 0.6471798  0.60510194]
 [0.11960834 0.66508746 0.84855473]
 [0.121206   0.6281033  0.5909721 ]
 [0.12652615 0.69152975 0.5982086 ]
 [0.13486172 0.60181826 0.8237162 ]
 [0.24000625 0.7367451  0.9065832 ]
 [0.22425903 0.56198895 0.74452126]
 [0.36716738 0.8078467  0.8819728 ]
 [0.19970767 0.41491148 0.88751954]
 [0.46608317 0.738964   0.7819537 ]
 [0.17332111 0.285926   0.5861451 ]
 [0.5276733  0.6298997  0.8363769 ]
 [0.46802768 0.5466761  0.7116965 ]
 [0.76353    0.62021637 0.8781608 ]
 [0.3736577  0.3754874  0.5988772 ]
 [0.9430793  0.576349   0.86934495]
 [0.25776598 0.19751275 0.64948857]]"
"[[0.09656553 0.6218539  0.8336243 ]
 [0.08000647 0.6405021  0.7228818 ]
 [0.0768896  0.6368466  0.738323  ]
 [0.0936747  0.6962869  0.8335927 ]
 [0.08833566 0.688883   0.8290958 ]
 [0.20425828 0.7501258  0.9163109 ]
 [0.1787     0.6175731  0.6220573 ]
 [0.34532878 0.8092936  0.9420204 ]
 [0.18517846 0.45604238 0.77442145]
 [0.42462993 0.69145036 0.8248224 ]
 [0.17652717 0.3117681  0.89954245]
 [0.46698996 0.6432334  0.8545733 ]
 [0.4283665  0.5980813  0.8814513 ]
 [0.70556283 0.63397825 0.9192527 ]
 [0.33647966 0.43370742 0.8958327 ]
 [0.9322918  0.64793247 0.9078504 ]
 [0.25306025 0.2223469  0.77854323]]"
"[[0.10441265 0.5167634  0.6237724 ]
 [0.08918346 0.53149915 0.8369769 ]
 [0.09776638 0.49533692 0.9048088 ]
 [0.10738379 0.5577431  0.81931174]
 [0.1218788  0.48045614 0.8530959 ]
 [0.19443579 0.6269907  0.8868607 ]
 [0.1975504  0.43382695 0.9483061 ]
 [0.20054488 0.7750892  0.90558934]
 [0.20067976 0.29475626 0.962067  ]
 [0.17737454 0.8944364  0.95639914]
 [0.17610763 0.17243448 0.8995869 ]
 [0.48456362 0.5283814  0.7430054 ]
 [0.43050274 0.45252827 0.8679562 ]
 [0.67033845 0.4987551  0.80367017]
 [0.3351822  0.26447612 0.84745646]
 [0.8490377  0.4692211  0.8767479 ]
 [0.24601915 0.05156104 0.8706462 ]]"
"[[0.08493634 0.5080815  0.8869659 ]
 [0.0685133  0.52522707 0.9430267 ]
 [0.06641839 0.48835722 0.9083245 ]
 [0.08369762 0.54761606 0.9074756 ]
 [0.08168308 0.46460336 0.938686  ]
 [0.18523116 0.60952777 0.9440621 ]
 [0.1897799  0.4109664  0.9206916 ]
 [0.23341903 0.7520147  0.9606911 ]
 [0.19221112 0.25904125 0.97245914]
 [0.1738091  0.8876143  0.85447484]
 [0.18053687 0.1342607  0.9440488 ]
 [0.46350503 0.5453203  0.94652563]
 [0.44274545 0.45631042 0.8706611 ]
 [0.7124906  0.5158177  0.9043336 ]
 [0.3776799  0.27711928 0.8055431 ]
 [0.95871717 0.47782758 0.89576375]
 [0.2868256  0.08005944 0.79714435]]"
"[[0.07712029 0.7086767  0.7782849 ]
 [0.06138986 0.7019752  0.76618665]
 [0.06076902 0.6857056  0.6753446 ]
 [0.07221133 0.6680234  0.8244052 ]
 [0.07645594 0.6335201  0.8691097 ]
 [0.16762586 0.74676484 0.8478846 ]
 [0.16888875 0.5581819  0.8999244 ]
 [0.2970407  0.82508767 0.90291893]
 [0.17332803 0.4174139  0.947025  ]
 [0.4194196  0.7491675  0.9064153 ]
 [0.15490185 0.27009174 0.80493313]
 [0.44466448 0.64339685 0.65162784]
 [0.3890175  0.5568061  0.864402  ]
 [0.69329625 0.6166615  0.9588085 ]
 [0.3005232  0.3510799  0.8766999 ]
 [0.90796816 0.59157914 0.9186745 ]
 [0.20938146 0.1801394  0.86621785]]"
"[[0.08316367 0.6425352  0.7843266 ]
 [0.0681347  0.6588243  0.890839  ]
 [0.06834207 0.62383544 0.63963985]
 [0.08713531 0.67872953 0.90548253]
 [0.09047916 0.6038471  0.90474725]
 [0.197269   0.71995926 0.9270458 ]
 [0.19824    0.5513779  0.66141915]
 [0.3215408  0.79775953 0.89865154]
 [0.19861811 0.4084013  0.95041907]
 [0.4207142  0.75000876 0.90212834]
 [0.19237581 0.25470605 0.6909476 ]
 [0.42873824 0.6879952  0.92900085]
 [0.40718028 0.60174775 0.85311425]
 [0.6909498  0.6790412  0.8980374 ]
 [0.34259945 0.39652473 0.80753046]
 [0.91458917 0.6611912  0.8746575 ]
 [0.25425172 0.19435777 0.9046608 ]]"
"[[0.0935556  0.7143375  0.68914896]
 [0.07305888 0.7194567  0.7612511 ]
 [0.07258765 0.69003314 0.88921094]
 [0.08299524 0.6960297  0.8196742 ]
 [0.08663884 0.6326365  0.9362716 ]
 [0.20235856 0.746783   0.9041645 ]
 [0.17329873 0.5520152  0.7703828 ]
 [0.34364536 0.8141884  0.8787036 ]
 [0.18287918 0.4011154  0.90998554]
 [0.44654498 0.7688795  0.8425021 ]
 [0.17175122 0.26025757 0.936668  ]
 [0.47513074 0.6763224  0.92304015]
 [0.45065272 0.5841582  0.88464195]
 [0.7289829  0.6493588  0.90393156]
 [0.3537128  0.38455606 0.84773844]
 [0.9384445  0.6316337  0.9469286 ]
 [0.24756092 0.19623078 0.8378616 ]]"
"[[0.1018046  0.28975442 0.88987774]
 [0.08312199 0.30986035 0.8237076 ]
 [0.08382592 0.28736302 0.9244101 ]
 [0.0965047  0.3650807  0.894742  ]
 [0.09297498 0.3127967  0.74458915]
 [0.19174775 0.43990654 0.9046824 ]
 [0.2126413  0.24856944 0.947623  ]
 [0.17840804 0.59462494 0.7774309 ]
 [0.3258068  0.17915505 0.7859446 ]
 [0.15907528 0.70937794 0.89853156]
 [0.42788854 0.23530741 0.82225645]
 [0.4528338  0.41764602 0.9076011 ]
 [0.50003016 0.33525735 0.93015075]
 [0.348933   0.60985774 0.82683957]
 [0.74170244 0.3629654  0.9531548 ]
 [0.23276453 0.8168876  0.86780167]
 [0.9395159  0.38724607 0.9468829 ]]"
"[[0.08087001 0.27439556 0.856366  ]
 [0.05661961 0.2957352  0.85620517]
 [0.06422573 0.26043153 0.855263  ]
 [0.06568258 0.33785984 0.865103  ]
 [0.07611612 0.26569408 0.7104072 ]
 [0.17709483 0.4098702  0.9472578 ]
 [0.19613892 0.22423498 0.97588843]
 [0.19755776 0.5749059  0.83574617]
 [0.32142255 0.13292475 0.8983389 ]
 [0.19188099 0.7149274  0.8395132 ]
 [0.43763536 0.20299505 0.8609263 ]
 [0.4394861  0.39012486 0.92647725]
 [0.47236213 0.30754602 0.9384358 ]
 [0.35549098 0.5914858  0.8294958 ]
 [0.7130422  0.36252832 0.9316518 ]
 [0.27328587 0.8214832  0.87216914]
 [0.9329415  0.42160267 0.9362163 ]]"
"[[0.08438575 0.3980754  0.8926817 ]
 [0.06636916 0.38020453 0.87229085]
 [0.06588309 0.37832966 0.8212255 ]
 [0.07422338 0.33152205 0.8581675 ]
 [0.07458211 0.3237434  0.7626909 ]
 [0.19045952 0.38060024 0.759285  ]
 [0.17125909 0.2753702  0.95789886]
 [0.19387028 0.52271926 0.7182684 ]
 [0.29883528 0.22585273 0.9452869 ]
 [0.16314559 0.6751132  0.8711213 ]
 [0.40117413 0.32350102 0.8900801 ]
 [0.42183253 0.40536296 0.7084911 ]
 [0.45321262 0.34379023 0.83432615]
 [0.3369443  0.56046    0.7107986 ]
 [0.70148915 0.36541453 0.8891222 ]
 [0.2413563  0.7449594  0.7905089 ]
 [0.95133704 0.33180445 0.8498288 ]]"
"[[0.11332222 0.40850455 0.8119093 ]
 [0.09674998 0.42764765 0.84333587]
 [0.09540306 0.40844783 0.7996401 ]
 [0.1041511  0.48931134 0.8991371 ]
 [0.10114516 0.43979216 0.70449996]
 [0.19670261 0.5595138  0.8513011 ]
 [0.20038624 0.3832202  0.9470567 ]
 [0.16510211 0.7064739  0.782725  ]
 [0.1843834  0.23474202 0.9028301 ]
 [0.12300806 0.8306757  0.725629  ]
 [0.18599752 0.0810151  0.6350163 ]
 [0.44776046 0.574554   0.722069  ]
 [0.47991005 0.49113238 0.92816365]
 [0.31405222 0.7552996  0.90870357]
 [0.70422924 0.5279913  0.96488506]
 [0.1657752  0.9118568  0.61534035]
 [0.91662157 0.5408763  0.9382694 ]]"
"[[0.07199124 0.5460648  0.81033814]
 [0.05802868 0.56266326 0.8406743 ]
 [0.05627763 0.5235027  0.93456036]
 [0.07938638 0.57210726 0.86328006]
 [0.08081628 0.4898275  0.91872567]
 [0.18922111 0.61868674 0.86701286]
 [0.1608367  0.42383733 0.90776646]
 [0.13185838 0.7766239  0.8738071 ]
 [0.11339957 0.27044678 0.8932421 ]
 [0.09448058 0.9084026  0.90857893]
 [0.06634561 0.14924999 0.9043993 ]
 [0.45314598 0.48386872 0.69240165]
 [0.3908372  0.40403157 0.7494067 ]
 [0.705185   0.4499546  0.9487685 ]
 [0.26551142 0.20452985 0.8762087 ]
 [0.9272803  0.42888492 0.92653584]
 [0.1154453  0.03226987 0.9116625 ]]"
"[[0.23141223 0.6111166  0.6165724 ]
 [0.21941315 0.6289819  0.79105544]
 [0.21677923 0.59832674 0.78488016]
 [0.23030216 0.6588664  0.8390316 ]
 [0.23119047 0.5971225  0.79595375]
 [0.30806953 0.6853542  0.83102375]
 [0.2987457  0.568394   0.8545052 ]
 [0.17552951 0.69363564 0.6693512 ]
 [0.24851991 0.4702569  0.9312095 ]
 [0.05613807 0.69354135 0.65822196]
 [0.19906867 0.3713817  0.8676486 ]
 [0.5368999  0.61225814 0.751305  ]
 [0.51037204 0.56384605 0.8113313 ]
 [0.7368014  0.58359164 0.9176211 ]
 [0.38716024 0.4358375  0.64091396]
 [0.9124842  0.5997145  0.9131737 ]
 [0.26405585 0.32061324 0.8491219 ]]"
"[[0.09155952 0.3739234  0.69275665]
 [0.06944485 0.3942633  0.93879175]
 [0.07035942 0.37722996 0.88546693]
 [0.07434937 0.45224488 0.72969806]
 [0.07354371 0.41858506 0.8802709 ]
 [0.17629525 0.53613144 0.9093663 ]
 [0.18482944 0.34449908 0.94917876]
 [0.1836524  0.6735262  0.9199404 ]
 [0.19493523 0.21955802 0.77594227]
 [0.15105104 0.8163655  0.8780976 ]
 [0.18145032 0.09103565 0.93780106]
 [0.4311185  0.52584213 0.7763134 ]
 [0.46881413 0.42799944 0.7974961 ]
 [0.3614143  0.7219622  0.7390779 ]
 [0.7203791  0.4716216  0.95615715]
 [0.23779503 0.9285468  0.896879  ]
 [0.9314266  0.5037065  0.9473256 ]]"
"[[0.0715993  0.52698255 0.89958906]
 [0.05702285 0.54549885 0.88824874]
 [0.05849495 0.5040487  0.9203094 ]
 [0.08376203 0.57117695 0.9446876 ]
 [0.0857756  0.4803305  0.91869414]
 [0.16205627 0.62394726 0.8900852 ]
 [0.16898918 0.4289904  0.94281614]
 [0.12022062 0.75661147 0.8956817 ]
 [0.14746264 0.29440904 0.8721213 ]
 [0.06560101 0.87067854 0.87546915]
 [0.1036172  0.16063061 0.91546893]
 [0.46867952 0.5439185  0.86151147]
 [0.43101606 0.45190886 0.9096974 ]
 [0.69255    0.50575656 0.9198036 ]
 [0.31574568 0.26292798 0.80950665]
 [0.9099436  0.4843288  0.90773916]
 [0.19104728 0.09923627 0.8705457 ]]"
"[[0.09413511 0.28549007 0.77412933]
 [0.07228255 0.30625403 0.92773366]
 [0.07157876 0.29280254 0.907032  ]
 [0.08440506 0.36967236 0.71603   ]
 [0.08110171 0.34390157 0.7533619 ]
 [0.17276764 0.4561863  0.8817839 ]
 [0.20184745 0.27380866 0.9350633 ]
 [0.14387473 0.5957402  0.75979424]
 [0.33235526 0.20716102 0.9069529 ]
 [0.10564466 0.719903   0.8337207 ]
 [0.42654073 0.23878187 0.8342319 ]
 [0.42693096 0.41857684 0.9042143 ]
 [0.45808107 0.32900316 0.90199614]
 [0.31968156 0.62584585 0.8133012 ]
 [0.73220855 0.3759971  0.9695335 ]
 [0.15568556 0.76128006 0.6119815 ]
 [0.91492695 0.42633817 0.96816194]]"
"[[0.08729352 0.31429103 0.8175114 ]
 [0.07174297 0.33420822 0.9410742 ]
 [0.06958801 0.2945415  0.85762405]
 [0.09367552 0.36042067 0.7247189 ]
 [0.09291416 0.26867637 0.79179925]
 [0.17619911 0.4060481  0.9335257 ]
 [0.1926273  0.22155203 0.7704788 ]
 [0.16832784 0.54635745 0.85139966]
 [0.3273974  0.21364419 0.89012   ]
 [0.08449832 0.6563919  0.895926  ]
 [0.4221738  0.2253688  0.8273653 ]
