Keypoints,Class
"[[0.16376115 0.38569617 0.89902383]
 [0.14241326 0.40912735 0.81543547]
 [0.14176956 0.39191866 0.75973636]
 [0.829642   0.1062237  0.9515987 ]]"
"[[0.16504198 0.43130276 0.8954631 ]
 [0.1455616  0.4478629  0.7085216 ]
 [0.14412484 0.44455385 0.8868892 ]
 [0.1561776  0.5062268  0.8697752 ]
 [0.15327096 0.4990324  0.8310164 ]
 [0.25791097 0.61393553 0.83014244]
 [0.26331168 0.4169906  0.9158673 ]
 [0.26566392 0.77168643 0.91417456]
 [0.24651685 0.26601228 0.94052887]
 [0.2555276  0.90984285 0.90449125]
 [0.22850366 0.12480361 0.84346205]
 [0.51859593 0.58101624 0.8546002 ]
 [0.51788384 0.46734887 0.91149503]
 [0.6769836  0.72197926 0.8902858 ]
 [0.6138174  0.26598144 0.9599583 ]
 [0.834279   0.87379885 0.74866986]
 [0.83704495 0.28144673 0.85901475]]"
"[[0.20547983 0.5802364  0.7921957 ]
 [0.18574643 0.57176    0.84262073]
 [0.18421039 0.56472313 0.79329515]
 [0.18571423 0.5185427  0.7761503 ]
 [0.18380865 0.5056874  0.7769809 ]
 [0.284634   0.58913296 0.77667314]
 [0.27464426 0.40503812 0.7966636 ]
 [0.2687946  0.73324126 0.96469605]
 [0.26272798 0.23773661 0.9007716 ]
 [0.26384047 0.87356114 0.7590836 ]
 [0.24841213 0.1102135  0.7112285 ]
 [0.57928115 0.52070135 0.91914713]
 [0.5804679  0.4124123  0.82568246]
 [0.63475627 0.7383359  0.86924636]
 [0.7394349  0.24097364 0.8347434 ]
 [0.8663749  0.73013484 0.89743096]
 [0.87115735 0.06303999 0.7625665 ]]"
"[[0.1300739  0.6312773  0.896892  ]
 [0.10665965 0.6141374  0.8097116 ]
 [0.10717915 0.6105405  0.6848565 ]
 [0.1136959  0.55245906 0.9149338 ]
 [0.11458652 0.5461152  0.91084945]
 [0.2092041  0.6333558  0.8383673 ]
 [0.21582808 0.4343862  0.8804625 ]
 [0.20771821 0.80234194 0.8948273 ]
 [0.2278114  0.2737404  0.8997101 ]
 [0.18745369 0.96107805 0.88223344]
 [0.23233357 0.14001083 0.955105  ]
 [0.52315897 0.5960198  0.9358001 ]
 [0.5243908  0.47041014 0.9436917 ]
 [0.6104257  0.83206975 0.77922595]
 [0.7127636  0.29055026 0.7350737 ]
 [0.8643149  0.8733775  0.71630645]
 [0.86952317 0.06854892 0.8632309 ]]"
"[[0.18154842 0.44465593 0.8439919 ]
 [0.16594641 0.46521887 0.69799554]
 [0.16692409 0.43716422 0.82877505]
 [0.17918502 0.5091754  0.94360375]
 [0.17586046 0.44650108 0.83338964]
 [0.27505115 0.5678031  0.9254658 ]
 [0.27853572 0.39696452 0.9006953 ]
 [0.30449888 0.7036153  0.8285625 ]
 [0.28711495 0.25921366 0.9508624 ]
 [0.29571357 0.8379442  0.85760117]
 [0.27894825 0.11924351 0.79106873]
 [0.55423564 0.5332822  0.93136644]
 [0.55508584 0.42662835 0.9585945 ]
 [0.6861824  0.7398823  0.9335139 ]
 [0.59455866 0.18326937 0.9084568 ]
 [0.84181476 0.936043   0.9146065 ]
 [0.8335331  0.17508817 0.88590837]]"
"[[0.20943716 0.42516056 0.81278276]
 [0.19182712 0.4417309  0.77922976]
 [0.19145729 0.42730695 0.82772434]
 [0.19695494 0.5058692  0.9035193 ]
 [0.19529659 0.46560746 0.6442466 ]
 [0.2973063  0.60411674 0.93479025]
 [0.28221828 0.39927703 0.85568446]
 [0.29135135 0.7580072  0.7983691 ]
 [0.26352906 0.24051963 0.7792213 ]
 [0.29430002 0.8953373  0.8875518 ]
 [0.25799027 0.11641548 0.6967731 ]
 [0.59458774 0.5447124  0.8391313 ]
 [0.58434516 0.41567138 0.83383226]
 [0.7321427  0.7075782  0.89442766]
 [0.6160444  0.20784727 0.76495963]
 [0.86258733 0.87669235 0.72320867]
 [0.8388249  0.17631288 0.47497037]]"
"[[0.18983433 0.4381245  0.7349783 ]
 [0.1715829  0.45488194 0.7096137 ]
 [0.16994105 0.44940108 0.80429184]
 [0.18291493 0.51591104 0.72335565]
 [0.17956682 0.50237304 0.82464635]
 [0.26868862 0.6093158  0.8672302 ]
 [0.27973393 0.4161977  0.8646689 ]
 [0.29371622 0.7736809  0.91938764]
 [0.27537572 0.25902754 0.93778306]
 [0.3074926  0.9130999  0.8652754 ]
 [0.27572033 0.1282014  0.88075364]
 [0.5653873  0.58347166 0.9465542 ]
 [0.5638717  0.46185705 0.9368329 ]
 [0.70601344 0.7703736  0.9400211 ]
 [0.57930344 0.24470207 0.92193455]
 [0.82061857 0.97268283 0.7673279 ]
 [0.8198361  0.25511888 0.7231868 ]]"
"[[0.16451186 0.477829   0.90100324]
 [0.14877617 0.5011106  0.915423  ]
 [0.14839764 0.4807236  0.9301798 ]
 [0.1665326  0.557367   0.94709367]
 [0.1604584  0.5085339  0.5998111 ]
 [0.27709478 0.6190022  0.90766543]
 [0.2613559  0.43021885 0.77115476]
 [0.3043213  0.7720815  0.80305487]
 [0.25474498 0.28923842 0.9701042 ]
 [0.32644707 0.90471935 0.81676567]
 [0.23502259 0.15846762 0.7714632 ]
 [0.5434134  0.6100102  0.88453484]
 [0.5455688  0.50319064 0.95927083]
 [0.7057937  0.76549935 0.9288945 ]
 [0.6192947  0.32528585 0.69066995]
 [0.856807   0.9124475  0.8570944 ]
 [0.84933966 0.3069143  0.8592795 ]]"
"[[0.18904714 0.5694361  0.8947751 ]
 [0.16910522 0.56687886 0.8953131 ]
 [0.16703588 0.55211335 0.89090216]
 [0.17440563 0.53143257 0.7343023 ]
 [0.17483515 0.4894411  0.92510027]
 [0.28776145 0.6075858  0.96231544]
 [0.287902   0.41370028 0.9502251 ]
 [0.2742655  0.7585207  0.90240026]
 [0.27500966 0.2517613  0.87700474]
 [0.25038883 0.89547896 0.9262877 ]
 [0.26981306 0.11325583 0.80549634]
 [0.56476164 0.54019636 0.88674957]
 [0.55717367 0.42022097 0.83653057]
 [0.6316107  0.7359255  0.85854983]
 [0.7101756  0.25884885 0.9274221 ]
 [0.8462807  0.77101624 0.9350674 ]
 [0.8320675  0.08383571 0.90080637]]"
"[[0.16864437 0.49063128 0.8606719 ]
 [0.15012522 0.50802624 0.93922216]
 [0.14948913 0.47173426 0.89492214]
 [0.16136362 0.5343635  0.9227668 ]
 [0.16387413 0.4498472  0.9121994 ]
 [0.2538751  0.5881343  0.8785688 ]
 [0.25319573 0.3996542  0.97544   ]
 [0.2610721  0.74020773 0.9469447 ]
 [0.25972098 0.2572245  0.9267326 ]
 [0.25961715 0.8874274  0.73261654]
 [0.25744873 0.11963615 0.8857024 ]
 [0.5408145  0.54925203 0.9127225 ]
 [0.5405711  0.4383978  0.92987907]
 [0.69657767 0.74949455 0.8579273 ]
 [0.6047616  0.18877436 0.94808537]
 [0.84654135 0.93296367 0.73870015]
 [0.82671654 0.22662592 0.8099996 ]]"
"[[0.22178797 0.4574285  0.85699594]
 [0.2019717  0.4740555  0.86644757]
 [0.20280088 0.46546802 0.7848569 ]
 [0.20540634 0.53843194 0.9019481 ]
 [0.20500825 0.516248   0.77967024]
 [0.3024414  0.63226354 0.94093907]
 [0.3126687  0.43493682 0.93151885]
 [0.29882014 0.78976065 0.9565828 ]
 [0.32674795 0.29100016 0.95684636]
 [0.30223292 0.9167996  0.93127245]
 [0.33896953 0.14304107 0.91237646]
 [0.5534791  0.5724794  0.9230914 ]
 [0.5428056  0.46272525 0.94667786]
 [0.54385525 0.77357507 0.93434095]
 [0.676948   0.2784028  0.8625371 ]
 [0.76568985 0.8379417  0.8441706 ]
 [0.77852243 0.07785575 0.8210066 ]]"
"[[0.13382338 0.573457   0.92644185]
 [0.11511997 0.55799735 0.6945784 ]
 [0.11363763 0.54975885 0.90248525]
 [0.1253009  0.50261027 0.8116091 ]
 [0.12718634 0.48999193 0.917444  ]
 [0.24388492 0.5905578  0.87659717]
 [0.23681393 0.4047855  0.95910215]
 [0.2250379  0.7400338  0.80289155]
 [0.23763986 0.23499195 0.6994624 ]
 [0.21710919 0.89644367 0.87308824]
 [0.23842198 0.09546838 0.81722146]
 [0.55677056 0.5341872  0.87410533]
 [0.5494562  0.4135746  0.8511214 ]
 [0.66050684 0.7592487  0.900284  ]
 [0.73179376 0.27082154 0.8556658 ]
 [0.88261753 0.79051054 0.85154617]
 [0.8788139  0.10509431 0.91248024]]"
"[[0.1645448  0.4313396  0.88735205]
 [0.14715415 0.45629275 0.9208408 ]
 [0.14736192 0.42924127 0.9388674 ]
 [0.16961014 0.5143687  0.81147075]
 [0.15907072 0.45359755 0.6918443 ]
 [0.27678454 0.5895827  0.6964797 ]
 [0.28038996 0.3996478  0.9237601 ]
 [0.29472494 0.75613165 0.7848442 ]
 [0.29240584 0.24695325 0.9203797 ]
 [0.28975302 0.9211873  0.6293894 ]
 [0.2999959  0.09850887 0.82534623]
 [0.5854195  0.5319401  0.9151093 ]
 [0.5775728  0.42934436 0.9661253 ]
 [0.7175795  0.73880976 0.93709844]
 [0.6352261  0.20640549 0.7738254 ]
 [0.85509354 0.939967   0.90803695]
 [0.85991555 0.21370289 0.9410792 ]]"
"[[0.19024801 0.4254429  0.8569561 ]
 [0.17550741 0.44197783 0.84927   ]
 [0.17491135 0.4342546  0.8738518 ]
 [0.18731022 0.50388336 0.8377544 ]
 [0.18471274 0.48104137 0.8532777 ]
 [0.28227538 0.57573164 0.8955683 ]
 [0.2839434  0.39974424 0.9106582 ]
 [0.29052112 0.7383839  0.9004641 ]
 [0.2954835  0.25469777 0.93335867]
 [0.29195902 0.8837049  0.8879086 ]
 [0.28687194 0.10860355 0.75080514]
 [0.55256325 0.55753356 0.93761563]
 [0.5519952  0.45300254 0.9573605 ]
 [0.7051026  0.729676   0.8977604 ]
 [0.5992296  0.2398408  0.9075043 ]
 [0.8029432  0.9147119  0.9193498 ]
 [0.81991863 0.25534704 0.9208028 ]]"
"[[0.18357463 0.48891515 0.75677943]
 [0.16896108 0.51443654 0.76744294]
 [0.1683378  0.48915955 0.8795282 ]
 [0.1900303  0.5677975  0.8893523 ]
 [0.180698   0.5122561  0.80095977]
 [0.31216085 0.61434305 0.90898126]
 [0.29699585 0.42665356 0.9067291 ]
 [0.3218573  0.76164156 0.83151716]
 [0.29804406 0.2966397  0.93629956]
 [0.31113395 0.88480854 0.9167026 ]
 [0.28651074 0.15628271 0.88268465]
 [0.55881596 0.5675983  0.8978177 ]
 [0.55969894 0.4516138  0.937557  ]
 [0.7292675  0.6822826  0.9654728 ]
 [0.6740815  0.2755798  0.89751947]
 [0.8728598  0.81085193 0.60872185]
 [0.87022096 0.23422417 0.73726183]]"
"[[0.12261349 0.57376444 0.70235074]
 [0.1056701  0.5661126  0.91928244]
 [0.10763185 0.5458234  0.7330129 ]
 [0.12653576 0.5346991  0.7559613 ]
 [0.14025338 0.49149835 0.9022589 ]
 [0.22958092 0.6228687  0.8941083 ]
 [0.25569347 0.4319864  0.92510486]
 [0.180791   0.7622562  0.92688257]
 [0.24121697 0.2693369  0.7859053 ]
 [0.13360563 0.88304937 0.8710712 ]
 [0.21991287 0.12855491 0.90899265]
 [0.5266355  0.63473934 0.9156223 ]
 [0.5357584  0.50412047 0.80818295]
 [0.65116584 0.8484926  0.93749857]
 [0.7298755  0.37172723 0.93145955]
 [0.8791832  0.81084603 0.6866119 ]
 [0.88835174 0.20451012 0.96573156]]"
"[[0.14514764 0.4325547  0.90415335]
 [0.12479576 0.45642528 0.74960554]
 [0.12217841 0.44073734 0.8532297 ]
 [0.13763899 0.5186758  0.8916616 ]
 [0.1311912  0.4899114  0.75939775]
 [0.22777365 0.61119884 0.87770635]
 [0.23016965 0.39789194 0.8004826 ]
 [0.24311431 0.7772272  0.80443174]
 [0.21841866 0.24148478 0.8920991 ]
 [0.24378447 0.9188803  0.929545  ]
 [0.20418492 0.09959367 0.93378526]
 [0.52221185 0.55315816 0.91095304]
 [0.5225486  0.43617666 0.933277  ]
 [0.67856497 0.7284821  0.9710332 ]
 [0.5737319  0.20881636 0.83553344]
 [0.81254274 0.9208678  0.77305555]
 [0.80685073 0.21369275 0.8076982 ]]"
"[[0.10615574 0.5717     0.69230497]
 [0.08765664 0.5731249  0.7566042 ]
 [0.08639728 0.55011904 0.7613519 ]
 [0.09800697 0.543199   0.27282947]
 [0.103019   0.48862305 0.78090394]
 [0.23211068 0.59434426 0.8371785 ]
 [0.22162063 0.40813524 0.76511997]
 [0.20438285 0.75633526 0.6383343 ]
 [0.22433496 0.24307542 0.8590807 ]
 [0.18411626 0.8949253  0.80152047]
 [0.1952944  0.08925357 0.6406685 ]
 [0.54926276 0.5620841  0.68686956]
 [0.54908127 0.42495805 0.7059791 ]
 [0.64127195 0.7763163  0.7919116 ]
 [0.72960556 0.27875018 0.65506625]
 [0.89644945 0.78615564 0.7873691 ]
 [0.8992099  0.09872331 0.7521146 ]]"
"[[0.2064159  0.44767666 0.8936111 ]
 [0.18297264 0.46804863 0.80708236]
 [0.1853579  0.44681612 0.82604575]
 [0.1871635  0.5252071  0.8632285 ]
 [0.18850146 0.4754022  0.6299846 ]
 [0.27919438 0.60492265 0.8119134 ]
 [0.2852065  0.4157521  0.9632811 ]
 [0.30607864 0.7538398  0.9396943 ]
 [0.29515556 0.26371878 0.97832596]
 [0.30441764 0.8985076  0.87349635]
 [0.26989514 0.13804989 0.9496694 ]
 [0.5714252  0.5755458  0.85410786]
 [0.5813918  0.46219903 0.9297297 ]
 [0.702794   0.7740673  0.9504848 ]
 [0.601475   0.26430464 0.8663012 ]
 [0.84687763 0.9535686  0.94415754]
 [0.8347784  0.17984585 0.87463486]]"
"[[0.13662164 0.53559464 0.576357  ]
 [0.11513384 0.51137024 0.6248374 ]
 [0.11806087 0.5444439  0.53046775]
 [0.13948512 0.4837514  0.6303968 ]
 [0.14344409 0.5659083  0.6517589 ]
 [0.25345036 0.45701763 0.72795737]
 [0.25214756 0.62759244 0.8427974 ]
 [0.24865948 0.24695621 0.44979972]
 [0.24967371 0.7913935  0.79027826]
 [0.2249228  0.11630783 0.2169564 ]
 [0.22159557 0.9351943  0.7548335 ]
 [0.55148935 0.5608361  0.51000816]
 [0.54892385 0.47026488 0.8229525 ]
 [0.59230465 0.83685327 0.30766043]
 [0.71169764 0.23678778 0.8869953 ]
 [0.8492706  0.81781757 0.601393  ]
 [0.8651479  0.05258995 0.718557  ]]"
"[[0.18246335 0.41188776 0.74601835]
 [0.15990284 0.3884634  0.6827996 ]
 [0.1584933  0.4347485  0.80378866]
 [0.19129843 0.36164612 0.8654796 ]
 [0.18925518 0.45904973 0.84548604]
 [0.31498572 0.3083016  0.9437206 ]
 [0.29621887 0.5026413  0.93841606]
 [0.4689625  0.22087805 0.8687174 ]
 [0.28941843 0.69088423 0.8246816 ]
 [0.5878349  0.14839493 0.6172571 ]
 [0.29417235 0.842638   0.83458585]
 [0.622393   0.36703077 0.9276807 ]
 [0.60619366 0.49948403 0.90963113]
 [0.627996   0.11806552 0.76285344]
 [0.7387985  0.6962845  0.83503205]
 [0.8759267  0.10371215 0.7642602 ]
 [0.84078723 0.93708473 0.8095928 ]]"
"[[0.22790113 0.5771648  0.7479806 ]
 [0.20820303 0.5953258  0.91609293]
 [0.20389518 0.557263   0.8696081 ]
 [0.2103144  0.6117175  0.8892743 ]
 [0.20198844 0.5267597  0.88060963]
 [0.29778647 0.6498424  0.7808222 ]
 [0.2901245  0.47993705 0.750847  ]
 [0.29923564 0.7948398  0.95839643]
 [0.30404148 0.3311954  0.966187  ]
 [0.30656922 0.9172969  0.93546784]
 [0.30918556 0.19238932 0.8974751 ]
 [0.5826863  0.57135636 0.9033615 ]
 [0.5669769  0.49788454 0.77724916]
 [0.5856348  0.7577404  0.8816323 ]
 [0.70191985 0.29673484 0.9451376 ]
 [0.796229   0.76530683 0.92179286]
 [0.75538665 0.06269191 0.9321805 ]]"
"[[0.1908653  0.42896885 0.90392894]
 [0.17311051 0.44713283 0.5740339 ]
 [0.17193523 0.43962708 0.75602084]
 [0.1810524  0.5051424  0.9436173 ]
 [0.17853579 0.48337892 0.86280894]
 [0.27616388 0.57922256 0.8906221 ]
 [0.2831776  0.40639937 0.93916076]
 [0.2843608  0.7404482  0.8001468 ]
 [0.28212303 0.2515548  0.90276736]
 [0.2920945  0.87944216 0.86152565]
 [0.26798874 0.12228841 0.9181113 ]
 [0.54251707 0.562599   0.95527214]
 [0.54002374 0.45049807 0.9335338 ]
 [0.6882231  0.7457129  0.63076305]
 [0.5907773  0.24214935 0.88157874]
 [0.81763184 0.9252881  0.9094414 ]
 [0.810662   0.24279119 0.8578009 ]]"
"[[0.18380845 0.520078   0.8478596 ]
 [0.16635932 0.53872216 0.9493276 ]
 [0.16533525 0.49995473 0.83029896]
 [0.18357885 0.5638495  0.881887  ]
 [0.18454942 0.47052428 0.8874115 ]
 [0.2833055  0.618932   0.95480716]
 [0.2738387  0.41433504 0.9651799 ]
 [0.29587924 0.76035213 0.7425246 ]
 [0.27620736 0.2604666  0.8777471 ]
 [0.29885358 0.89776367 0.9284544 ]
 [0.26181108 0.13373502 0.9029338 ]
 [0.54938    0.5762059  0.8864339 ]
 [0.54855764 0.45813715 0.8954381 ]
 [0.59400827 0.77983457 0.9297453 ]
 [0.6935819  0.27832133 0.76368964]
 [0.8177134  0.7715542  0.9666524 ]
 [0.8098075  0.08749902 0.941454  ]]"
"[[0.17251213 0.40804315 0.7853373 ]
 [0.15472135 0.42362574 0.8224754 ]
 [0.1561127  0.41629896 0.8433884 ]
 [0.1656757  0.48281407 0.8585945 ]
 [0.16392893 0.46718374 0.88038266]
 [0.26069176 0.56837106 0.8984635 ]
 [0.27233362 0.3875664  0.9381754 ]
 [0.29426992 0.7184796  0.9237977 ]
 [0.26933932 0.24207354 0.91464376]
 [0.32534045 0.8432104  0.7610867 ]
 [0.2911963  0.11155718 0.85614467]
 [0.519162   0.55669945 0.9581916 ]
 [0.51705015 0.4357953  0.94063777]
 [0.6823596  0.69697416 0.98115325]
 [0.59232664 0.21940738 0.8871647 ]
 [0.8136498  0.8875117  0.91164273]
 [0.8036363  0.23829654 0.7494358 ]]"
"[[0.18710262 0.43956167 0.75007963]
 [0.1698774  0.46439633 0.87167764]
 [0.16850942 0.44699204 0.7145536 ]
 [0.1889611  0.52198136 0.92401135]
 [0.18012346 0.48512718 0.7743297 ]
 [0.28047165 0.5869329  0.8066335 ]
 [0.27702668 0.40921685 0.8757786 ]
 [0.28158045 0.74150354 0.9377557 ]
 [0.27547973 0.25930655 0.97875375]
 [0.27478004 0.88327396 0.75519043]
 [0.26222977 0.12080649 0.8439885 ]
 [0.563398   0.55040884 0.91185534]
 [0.5647352  0.4442444  0.957163  ]
 [0.7098856  0.70403177 0.9135713 ]
 [0.609799   0.24632534 0.89762807]
 [0.8298682  0.88139284 0.9263777 ]
 [0.81536525 0.22113454 0.7572237 ]]"
"[[0.18747927 0.42871708 0.8372939 ]
 [0.17017882 0.44784787 0.88426685]
 [0.16889141 0.43917942 0.8194046 ]
 [0.18011525 0.50584847 0.9524323 ]
 [0.17743133 0.48345444 0.87639964]
 [0.24811082 0.59397334 0.7095448 ]
 [0.26142412 0.40191773 0.8577577 ]
 [0.26373005 0.73981416 0.9377003 ]
 [0.25482437 0.2503026  0.8789745 ]
 [0.24956493 0.88437915 0.8737498 ]
 [0.23787205 0.12429263 0.925119  ]
 [0.5318767  0.5608494  0.86958   ]
 [0.53078914 0.45508316 0.95447254]
 [0.7017771  0.74154806 0.9471299 ]
 [0.577843   0.24909645 0.90410924]
 [0.82061154 0.93122584 0.92047554]
 [0.80994934 0.27286714 0.8927489 ]]"
"[[0.1704182  0.5784319  0.7699201 ]
 [0.1484609  0.5677893  0.9505204 ]
 [0.14865099 0.5579542  0.92121965]
 [0.15675372 0.5180882  0.74293876]
 [0.15881416 0.49900073 0.9288271 ]
 [0.2739112  0.6038964  0.9692491 ]
 [0.2771222  0.410137   0.88977313]
 [0.24428706 0.7676402  0.8818819 ]
 [0.29569238 0.24946466 0.8306894 ]
 [0.2302013  0.90970266 0.88548434]
 [0.30485913 0.10299635 0.91564196]
 [0.5481101  0.59427965 0.92004836]
 [0.5585455  0.46227348 0.90251356]
 [0.6111549  0.8230207  0.6402561 ]
 [0.71035063 0.3167704  0.9060861 ]
 [0.8376977  0.8327725  0.95632154]
 [0.82915956 0.11654356 0.90658134]]"
"[[0.15047032 0.6057182  0.90718305]
 [0.13076937 0.5954314  0.83299994]
 [0.12870839 0.5851655  0.8830038 ]
 [0.13279909 0.5440802  0.8367075 ]
 [0.12931155 0.5261888  0.9142201 ]
 [0.23682159 0.62163347 0.9397277 ]
 [0.23678906 0.42337218 0.9352571 ]
 [0.23433892 0.7836092  0.94592756]
 [0.23663442 0.24829462 0.8946432 ]
 [0.2347589  0.9295976  0.9191369 ]
 [0.23253742 0.10826012 0.8939092 ]
 [0.5196419  0.5783584  0.921963  ]
 [0.5197702  0.45895758 0.93797493]
 [0.57796866 0.8142945  0.9503178 ]
 [0.6992282  0.27212197 0.8549621 ]
 [0.82636076 0.8204364  0.96747935]
 [0.8449328  0.06718849 0.9157811 ]]"
"[[0.27481976 0.44622138 0.84725046]
 [0.25619146 0.46144348 0.93649983]
 [0.25860655 0.4279833  0.92209476]
 [0.26225194 0.48198652 0.7144222 ]
 [0.2646588  0.40575925 0.7411728 ]
 [0.34069824 0.5175926  0.892311  ]
 [0.3448516  0.37145427 0.89232737]
 [0.34398866 0.6318504  0.93850625]
 [0.34519538 0.27613646 0.8211764 ]
 [0.34875575 0.7509409  0.903731  ]
 [0.32787952 0.16183087 0.9266953 ]
 [0.55549765 0.49974045 0.92220587]
 [0.56127197 0.41500026 0.9167812 ]
 [0.6828675  0.62660885 0.88705194]
 [0.60634446 0.2503881  0.94228595]
 [0.809625   0.7526406  0.73088264]
 [0.79304373 0.2287254  0.7764061 ]]"
"[[0.18673985 0.42408088 0.7282125 ]
 [0.16616075 0.44192645 0.9299288 ]
 [0.16602029 0.42862484 0.8904716 ]
 [0.16854347 0.50309974 0.7825301 ]
 [0.16748503 0.4734069  0.66961306]
 [0.26136383 0.59118205 0.9432359 ]
 [0.26565003 0.39764917 0.9606131 ]
 [0.26282978 0.74570936 0.70256174]
 [0.26382658 0.24961546 0.946188  ]
 [0.25953084 0.88490564 0.83803034]
 [0.25459084 0.11496919 0.9200997 ]
 [0.572283   0.53540236 0.91702646]
 [0.56618756 0.4216896  0.9612967 ]
 [0.73043674 0.7181669  0.9094929 ]
 [0.6184883  0.20537053 0.88200945]
 [0.8576739  0.9004603  0.84852993]
 [0.85308516 0.17569405 0.9352198 ]]"
"[[0.1859713  0.42528677 0.8006692 ]
 [0.16638827 0.44546908 0.9465684 ]
 [0.16694544 0.43378115 0.89859784]
 [0.17365168 0.5068186  0.903896  ]
 [0.16959673 0.47683617 0.6141031 ]
 [0.26414126 0.59225744 0.6791386 ]
 [0.26594448 0.38860917 0.93880314]
 [0.25456807 0.74293417 0.820248  ]
 [0.24277405 0.24813142 0.8419389 ]
 [0.22771479 0.88698274 0.70813155]
 [0.21012293 0.11758246 0.88096404]
 [0.54616165 0.54660815 0.89358467]
 [0.5377491  0.42555955 0.96282405]
 [0.71939564 0.7254809  0.8087624 ]
 [0.5981824  0.20373271 0.85798657]
 [0.8319395  0.93050015 0.91717505]
 [0.81981623 0.21873064 0.9523149 ]]"
"[[0.26140323 0.43934005 0.70204675]
 [0.24824841 0.45148832 0.6721022 ]
 [0.24474889 0.44696063 0.83247244]
 [0.25794107 0.49825165 0.7905086 ]
 [0.253529   0.4864997  0.6958009 ]
 [0.33640856 0.55816495 0.9240649 ]
 [0.32907385 0.421986   0.8480929 ]
 [0.35000366 0.6625518  0.7486856 ]
 [0.33094144 0.298078   0.85605013]
 [0.35097    0.75061625 0.7859916 ]
 [0.3248096  0.21259263 0.47398177]
 [0.53674734 0.53761286 0.89977646]
 [0.5386585  0.46542916 0.8835379 ]
 [0.65377593 0.64600515 0.9270997 ]
 [0.5975231  0.3192116  0.8098167 ]
 [0.76008254 0.763453   0.8743166 ]
 [0.7621617  0.2972383  0.9326302 ]]"
"[[0.18181571 0.55341834 0.86535525]
 [0.16589722 0.5402981  0.9338057 ]
 [0.16661687 0.5295525  0.8456046 ]
 [0.18068588 0.5034335  0.859164  ]
 [0.18652505 0.47658968 0.91274816]
 [0.2681522  0.5975518  0.90774006]
 [0.26834804 0.39385965 0.8219975 ]
 [0.26887766 0.7425499  0.9623172 ]
 [0.2737731  0.24662668 0.9005071 ]
 [0.26256442 0.8805969  0.92311615]
 [0.2717798  0.12134208 0.6839127 ]
 [0.5378182  0.54997635 0.9336264 ]
 [0.54095536 0.43664733 0.93866843]
 [0.60517484 0.7577524  0.94495785]
