Keypoints,Class
"[[0.55035526 0.11467391 0.60683537]
 [0.56862074 0.0998624  0.72696245]
 [0.6097063  0.95384914 0.7126756 ]
 [0.5976728  0.9517943  0.6366902 ]
 [0.6288044  0.8368112  0.7141931 ]
 [0.58694637 0.8131866  0.7308897 ]
 [0.6554904  0.6121636  0.7069247 ]
 [0.62088394 0.6039415  0.4528504 ]
 [0.680475   0.44327477 0.72498965]
 [0.63900036 0.44631943 0.5289464 ]
 [0.43199262 0.4448376  0.78238106]
 [0.42080554 0.45747733 0.87751716]
 [0.31944346 0.12216321 0.8069333 ]
 [0.3118209  0.14327604 0.76147586]
 [0.647099   0.16595063 0.71519685]
 [0.6217136  0.19766724 0.7288735 ]]"
"[[0.542605   0.20552184 0.63907135]
 [0.5584762  0.17574097 0.742396  ]
 [0.5631254  0.17709056 0.60253   ]
 [0.6387849  0.18315603 0.6220019 ]
 [0.64523333 0.18452547 0.6451479 ]
 [0.6451764  0.3237808  0.6485932 ]
 [0.6620937  0.33389845 0.7043333 ]
 [0.6568402  0.5707107  0.5766723 ]
 [0.67506474 0.5813089  0.7839755 ]
 [0.64946014 0.73708606 0.41744164]
 [0.67720747 0.75265425 0.3588952 ]
 [0.37244934 0.56808835 0.7704062 ]
 [0.38672814 0.60212237 0.59360397]
 [0.3224416  0.85759586 0.6141211 ]
 [0.3189759  0.95752054 0.828886  ]
 [0.63945067 0.7650391  0.5392724 ]
 [0.65833735 0.85044736 0.8193716 ]]"
"[[0.51005715 0.149317   0.80080485]
 [0.525017   0.11863601 0.8100015 ]
 [0.5310843  0.11743135 0.69122237]
 [0.6112577  0.1208646  0.80972165]
 [0.6210164  0.11987866 0.840127  ]
 [0.6215825  0.26948038 0.56887954]
 [0.6484874  0.2771021  0.74432504]
 [0.63751966 0.53936005 0.60969746]
 [0.653958   0.55243003 0.88420117]
 [0.63349694 0.7227423  0.48405272]
 [0.6596139  0.73799974 0.52990806]
 [0.32344672 0.5478512  0.73688304]
 [0.32422945 0.565891   0.750389  ]
 [0.28684512 0.8499346  0.62969065]
 [0.28364414 0.95372653 0.8370456 ]
 [0.6270149  0.76985675 0.47396237]
 [0.64198333 0.83767456 0.8887247 ]]"
"[[0.52389306 0.85651    0.76259154]
 [0.54392135 0.897054   0.7703538 ]
 [0.5306888  0.88318807 0.77809167]
 [0.62457633 0.90726477 0.6733352 ]
 [0.59223247 0.8931968  0.8050535 ]
 [0.67875886 0.80349267 0.72573096]
 [0.6027558  0.75615484 0.4644129 ]
 [0.70927477 0.5519874  0.69177866]
 [0.5933608  0.5383467  0.7084453 ]
 [0.7178185  0.349162   0.8731961 ]
 [0.5770877  0.3689367  0.7540893 ]
 [0.4038531  0.50542736 0.6432415 ]
 [0.33533147 0.5074583  0.76117355]
 [0.30697834 0.1129384  0.71256423]
 [0.25114238 0.186754   0.5539181 ]
 [0.6725252  0.13642398 0.8237045 ]
 [0.5683287  0.18174802 0.7703234 ]]"
"[[0.6016767  0.16416635 0.78623974]
 [0.5833941  0.13385725 0.8971933 ]
 [0.63734895 0.13498633 0.79383206]
 [0.5778221  0.12648126 0.44501075]
 [0.6930365  0.14298758 0.7543125 ]
 [0.5884446  0.21812005 0.5863004 ]
 [0.6622311  0.26693448 0.81259286]
 [0.623407   0.47361803 0.34222934]
 [0.6832177  0.4977781  0.806675  ]
 [0.60278386 0.5701724  0.17775977]
 [0.6593426  0.6705926  0.76244384]
 [0.38999984 0.5525819  0.82009566]
 [0.45024073 0.57895845 0.8455677 ]
 [0.30016062 0.7544953  0.68308216]
 [0.31919613 0.8592977  0.80359125]
 [0.5970748  0.794307   0.8281012 ]
 [0.6277728  0.8911625  0.94278544]]"
"[[0.5461152  0.82731164 0.54784334]
 [0.5673555  0.85669094 0.6996386 ]
 [0.5590841  0.8572941  0.48764604]
 [0.65393645 0.8507324  0.8145484 ]
 [0.63743675 0.85753626 0.70769227]
 [0.6810549  0.7355038  0.8315709 ]
 [0.6358932  0.7343548  0.6839831 ]
 [0.70754325 0.4748645  0.8624592 ]
 [0.6580625  0.4947588  0.55345607]
 [0.71455026 0.25762233 0.53765786]
 [0.63758093 0.3306559  0.5681736 ]
 [0.43679795 0.41603327 0.7463529 ]
 [0.4103836  0.4281142  0.8845253 ]
 [0.3234952  0.0574378  0.8505564 ]
 [0.3043718  0.15391426 0.7672206 ]
 [0.6695994  0.15733156 0.6760908 ]
 [0.632711   0.18676914 0.37288955]]"
"[[0.53063345 0.84850377 0.70080376]
 [0.5473568  0.87793815 0.7153064 ]
 [0.5436355  0.87760013 0.5748638 ]
 [0.61936575 0.87950295 0.868978  ]
 [0.6134839  0.87947774 0.80264306]
 [0.63601196 0.74782485 0.7794158 ]
 [0.6174616  0.7407291  0.7955311 ]
 [0.6558857  0.5314345  0.85371816]
 [0.63672805 0.5319561  0.5779655 ]
 [0.6481604  0.3759039  0.67253864]
 [0.63648117 0.3782592  0.5400552 ]
 [0.4441791  0.46791676 0.6115693 ]
 [0.43906224 0.4753479  0.7466477 ]
 [0.3379384  0.16435358 0.7707517 ]
 [0.33955073 0.17395481 0.71031344]
 [0.6497018  0.17027411 0.6966077 ]
 [0.6313671  0.1778112  0.7097308 ]]"
"[[0.52161956 0.8531711  0.8174222 ]
 [0.5415135  0.8849024  0.84187704]
 [0.5384285  0.8842821  0.8340951 ]
 [0.61427826 0.87873435 0.8576806 ]
 [0.61029905 0.8782832  0.7928803 ]
 [0.6594164  0.75084275 0.64390624]
 [0.6216267  0.7296252  0.405327  ]
 [0.6685366  0.49049333 0.6048634 ]
 [0.6228055  0.49605364 0.671839  ]
 [0.7003795  0.2769245  0.40429452]
 [0.6289289  0.32650116 0.4588095 ]
 [0.39294168 0.4826536  0.55659574]
 [0.37467822 0.50568557 0.8446076 ]
 [0.3010515  0.12879583 0.91211313]
 [0.3032163  0.19951044 0.42521375]
 [0.6470403  0.15862589 0.6746368 ]
 [0.61757153 0.21380587 0.7088531 ]]"
"[[0.5235222  0.7920363  0.7403023 ]
 [0.5471656  0.81849074 0.73581165]
 [0.53550273 0.818473   0.73366606]
 [0.6238303  0.80454534 0.752296  ]
 [0.5953258  0.8080414  0.6573138 ]
 [0.650485   0.67821413 0.5379182 ]
 [0.5740147  0.6666227  0.54180145]
 [0.629121   0.46531442 0.24254867]
 [0.5693229  0.4721106  0.32651561]
 [0.6287988  0.29645205 0.43578026]
 [0.5798868  0.30695403 0.52961785]
 [0.41090727 0.41967288 0.7024808 ]
 [0.37481344 0.43439332 0.7036444 ]
 [0.3546979  0.10307135 0.70862544]
 [0.3039934  0.14245313 0.6231072 ]
 [0.6250847  0.15752855 0.8519759 ]
 [0.5655332  0.19992979 0.61352634]]"
"[[0.5185926  0.1210155  0.77777267]
 [0.5372085  0.09855269 0.81254745]
 [0.538637   0.09765883 0.838091  ]
 [0.60080725 0.1094637  0.7483082 ]
 [0.60981417 0.11032877 0.6714928 ]
 [0.5922377  0.22479524 0.7618118 ]
 [0.62406147 0.2148721  0.77329344]
 [0.6247116  0.42352578 0.50520945]
 [0.65518373 0.42068985 0.8307295 ]
 [0.6269629  0.5828867  0.44950515]
 [0.6542365  0.59002316 0.6974735 ]
 [0.4405664  0.53398633 0.79979235]
 [0.4578301  0.54425764 0.8489952 ]
 [0.31909552 0.8363461  0.60848665]
 [0.31859517 0.85384303 0.8498715 ]
 [0.61254627 0.8055413  0.8205847 ]
 [0.6324109  0.8280846  0.8946563 ]]"
"[[0.58327836 0.91539663 0.76004386]
 [0.60194004 0.9366572  0.6432605 ]
 [0.59892    0.9338158  0.57884115]
 [0.6566539  0.9266142  0.75916153]
 [0.648693   0.9274334  0.7087384 ]
 [0.6789138  0.8485991  0.6431891 ]
 [0.6298516  0.8241803  0.68790394]
 [0.7121667  0.66268706 0.9162532 ]
 [0.65846956 0.65106285 0.655789  ]
 [0.728612   0.5137805  0.8527261 ]
 [0.66564006 0.5194231  0.6760645 ]
 [0.5237051  0.56759536 0.60601145]
 [0.5116135  0.5674666  0.8707186 ]
 [0.43206206 0.2982124  0.8443462 ]
 [0.42277828 0.31494883 0.77516735]
 [0.6841479  0.22962521 0.69671667]
 [0.6528498  0.2618648  0.66099906]]"
"[[0.51438075 0.15336417 0.67227936]
 [0.5334052  0.12732315 0.60094845]
 [0.54070723 0.1203822  0.8227948 ]
 [0.60291374 0.13176927 0.7331866 ]
 [0.6235545  0.1267699  0.8211758 ]
 [0.5838097  0.3095485  0.7803536 ]
 [0.6540919  0.279713   0.8241308 ]
 [0.5958724  0.5403009  0.5943865 ]
 [0.68244773 0.5320293  0.9219215 ]
 [0.60152745 0.7026827  0.79344404]
 [0.677466   0.73611367 0.72697306]
 [0.4028805  0.5917145  0.7402891 ]
 [0.45224234 0.61315036 0.5875542 ]
 [0.27853876 0.93830484 0.49600586]
 [0.28362375 0.9786686  0.87827045]
 [0.570971   0.8950107  0.79119647]
 [0.67486024 0.96883035 0.7841915 ]]"
"[[0.51613706 0.11588722 0.6740161 ]
 [0.5340267  0.09480167 0.58065283]
 [0.5398061  0.09046225 0.707788  ]
 [0.5932746  0.10213719 0.6840334 ]
 [0.60921514 0.10157778 0.7717849 ]
 [0.57110786 0.22199343 0.44797316]
 [0.63273317 0.20506382 0.6224083 ]
 [0.58931863 0.4168094  0.53714764]
 [0.65425855 0.4175313  0.6759124 ]
 [0.56358314 0.585369   0.53842556]
 [0.68404603 0.5949803  0.7109764 ]
 [0.43973985 0.5449383  0.81329364]
 [0.49254268 0.56542706 0.8190047 ]
 [0.28955868 0.8131915  0.6391893 ]
 [0.29522082 0.84669775 0.93657154]
 [0.5749768  0.81615335 0.6876185 ]
 [0.6198092  0.8578037  0.9288672 ]]"
"[[0.5169202  0.19523065 0.6222332 ]
 [0.530005   0.17534046 0.51171696]
 [0.5312638  0.17475814 0.61319304]
 [0.57981145 0.18393935 0.7237812 ]
 [0.58555526 0.18249975 0.76937973]
 [0.5763308  0.26798752 0.7339775 ]
 [0.5941839  0.26894626 0.72392076]
 [0.5917229  0.42036057 0.5847181 ]
 [0.6043994  0.42230874 0.82000685]
 [0.5978918  0.53835773 0.70936716]
 [0.6082241  0.5358733  0.667804  ]
 [0.42382658 0.48659122 0.68689775]
 [0.44430295 0.49864024 0.50344765]
 [0.3733967  0.68733853 0.7823628 ]
 [0.3741545  0.709759   0.838934  ]
 [0.58629405 0.6874005  0.67339635]
 [0.59233004 0.7045561  0.8337338 ]]"
"[[0.500365   0.83281434 0.70248216]
 [0.51657814 0.86144906 0.7258529 ]
 [0.51532596 0.8594929  0.6535948 ]
 [0.5860268  0.8598426  0.8048495 ]
 [0.5785576  0.8595637  0.62211657]
 [0.6093878  0.76262575 0.7608927 ]
 [0.56974643 0.7363599  0.70851874]
 [0.64537376 0.55028105 0.8305333 ]
 [0.59515136 0.54529464 0.57098484]
 [0.6616342  0.37659806 0.80091137]
 [0.59179145 0.3785241  0.59785485]
 [0.42592254 0.4454564  0.6037941 ]
 [0.41037902 0.45214152 0.877893  ]
 [0.3422007  0.14153357 0.76779974]
 [0.32221124 0.1786378  0.7690796 ]
 [0.62985766 0.18716057 0.6875237 ]
 [0.595225   0.20230901 0.3961178 ]]"
"[[0.61079866 0.81143486 0.6975614 ]
 [0.6257603  0.83138126 0.7658564 ]
 [0.6225312  0.8332332  0.67493427]
 [0.69725835 0.8294281  0.8280585 ]
 [0.6923545  0.83181506 0.8373008 ]
 [0.7238745  0.7127682  0.66650385]
 [0.7087785  0.72352976 0.79741406]
 [0.72370964 0.49465638 0.7320281 ]
 [0.7199105  0.4975169  0.67529714]
 [0.6968141  0.32303536 0.61995745]
 [0.6879696  0.33166695 0.7213832 ]
 [0.45495096 0.53676385 0.80410856]
 [0.44429228 0.54748094 0.7640886 ]
 [0.38992816 0.21850228 0.8170604 ]
 [0.38705975 0.2311214  0.8462129 ]
 [0.6972987  0.22630115 0.71190107]
 [0.6792959  0.22403428 0.7745483 ]]"
"[[0.5363797  0.20013805 0.77764374]
 [0.5484203  0.17852539 0.7627568 ]
 [0.55328    0.17493613 0.85235906]
 [0.6030781  0.17946081 0.80858123]
 [0.6187825  0.178632   0.87704176]
 [0.58857965 0.28785914 0.78528106]
 [0.6381451  0.26415843 0.7493956 ]
 [0.5898759  0.4667428  0.22338265]
 [0.66764545 0.429898   0.68930435]
 [0.5456503  0.53355813 0.23684844]
 [0.55660033 0.5248253  0.7114146 ]
 [0.43867925 0.53000075 0.83941865]
 [0.48625708 0.52876997 0.63472754]
 [0.34285855 0.7862623  0.8365595 ]
 [0.36042634 0.7955141  0.86911625]
 [0.591245   0.7490566  0.5544307 ]
 [0.6226882  0.74585456 0.86266804]]"
"[[0.50090283 0.13024138 0.6802863 ]
 [0.51631635 0.10422353 0.687927  ]
 [0.51962435 0.1008212  0.86022156]
 [0.5817078  0.11038005 0.737692  ]
 [0.59482795 0.10992718 0.6868782 ]
 [0.5813709  0.22300528 0.7322825 ]
 [0.6162627  0.20465778 0.75315654]
 [0.6057806  0.42691097 0.5563364 ]
 [0.6571231  0.4172495  0.8612966 ]
 [0.61049616 0.5786088  0.65902054]
 [0.6512105  0.5916178  0.60754263]
 [0.44291598 0.53154975 0.5844768 ]
 [0.46113655 0.53722167 0.757463  ]
 [0.33583522 0.81105864 0.8638989 ]
 [0.33168656 0.8333361  0.85938436]
 [0.60420555 0.8279794  0.6512741 ]
 [0.61794424 0.83619326 0.7973932 ]]"
"[[0.5536684  0.8689013  0.78389055]
 [0.57444584 0.90038955 0.80126935]
 [0.5699487  0.90061337 0.85635847]
 [0.64752734 0.89511496 0.85986555]
 [0.64079803 0.89646024 0.7580714 ]
 [0.67366457 0.74837834 0.7923725 ]
 [0.65748894 0.7539265  0.564355  ]
 [0.685689   0.5103412  0.6808463 ]
 [0.6775231  0.4976399  0.6881614 ]
 [0.6881625  0.31600776 0.5842314 ]
 [0.68012846 0.31692672 0.4194242 ]
 [0.37578762 0.5130928  0.8026517 ]
 [0.3746235  0.52668446 0.8726298 ]
 [0.30905536 0.1592296  0.776168  ]
 [0.3122772  0.16095468 0.6815566 ]
 [0.6612441  0.14804938 0.6194135 ]
 [0.6483674  0.14191721 0.5402566 ]]"
"[[0.48919052 0.8209353  0.73818636]
 [0.5034112  0.84057426 0.6110831 ]
 [0.50154275 0.84171325 0.5948044 ]
 [0.5617301  0.83616173 0.65498215]
 [0.5613483  0.8384432  0.7858726 ]
 [0.5783052  0.7286029  0.69978404]
 [0.55881417 0.7381037  0.6043097 ]
 [0.59249765 0.55142194 0.7645678 ]
 [0.56938297 0.5543215  0.5795272 ]
 [0.5890894  0.40812078 0.64904755]
 [0.57818556 0.4216467  0.4163154 ]
 [0.40717095 0.5094339  0.7513271 ]
 [0.39133295 0.52013487 0.777288  ]
 [0.34061712 0.2535891  0.79373544]
 [0.33413514 0.26073313 0.7855587 ]
 [0.5775386  0.18603888 0.7987429 ]
 [0.57080525 0.19360267 0.4670519 ]]"
"[[0.50232553 0.12911712 0.67056596]
 [0.5172012  0.09945841 0.7008318 ]
 [0.5219432  0.09425224 0.79114187]
 [0.5927202  0.09513602 0.61785734]
 [0.6089393  0.09617577 0.7857872 ]
 [0.58699316 0.25000963 0.5329343 ]
 [0.64595103 0.21156329 0.6874912 ]
 [0.61782855 0.47658134 0.718243  ]
 [0.6682878  0.4714331  0.78454757]
 [0.6239612  0.64796376 0.5206647 ]
 [0.66493726 0.6645511  0.85237294]
 [0.37435976 0.5158819  0.81527174]
 [0.40805432 0.5270848  0.7847641 ]
 [0.3001882  0.8616888  0.8439249 ]
 [0.30299369 0.9137604  0.85377944]
 [0.6181528  0.77511954 0.82155645]
 [0.6550051  0.8354061  0.7226299 ]]"
"[[0.5304663  0.83967525 0.7011647 ]
 [0.5493484  0.86639076 0.7579889 ]
 [0.546146   0.8663047  0.6747507 ]
 [0.6194669  0.86291593 0.7617453 ]
 [0.61268073 0.86721694 0.6021745 ]
 [0.63080305 0.731364   0.8049046 ]
 [0.61902815 0.73630965 0.80575913]
 [0.65826005 0.5267401  0.7375101 ]
 [0.63938415 0.5326589  0.61662734]
 [0.6602253  0.3676045  0.6748575 ]
 [0.64835286 0.37576735 0.61314017]
 [0.43939716 0.49559492 0.7519357 ]
 [0.42049414 0.50790274 0.7584139 ]
 [0.36111394 0.17438002 0.792569  ]
 [0.36022404 0.19881383 0.45603105]
 [0.6369137  0.10966502 0.7109337 ]
 [0.6168649  0.11881948 0.36665225]]"
"[[0.5483837  0.8275881  0.7485361 ]
 [0.5676709  0.85948795 0.7476733 ]
 [0.56054485 0.85605013 0.5900545 ]
 [0.6415251  0.85925996 0.7361946 ]
 [0.62723064 0.8587867  0.60134685]
 [0.6642462  0.73424464 0.7781884 ]
 [0.63041466 0.71926665 0.7878144 ]
 [0.6524552  0.4955162  0.734223  ]
 [0.6299156  0.49699178 0.5854503 ]
 [0.656087   0.31593382 0.61531585]
 [0.6297566  0.31582972 0.7490704 ]
 [0.4334664  0.4870058  0.5413654 ]
 [0.40902814 0.4944064  0.81309056]
 [0.35731637 0.12070093 0.7806889 ]
 [0.33044717 0.13124199 0.56282103]
 [0.6598728  0.176753   0.638505  ]
 [0.6218016  0.17746681 0.7090429 ]]"
"[[0.55483824 0.85262996 0.79645765]
 [0.57961196 0.89073294 0.7538413 ]
 [0.5739822  0.8887907  0.5615338 ]
 [0.6564479  0.8941862  0.81370425]
 [0.64644647 0.89356196 0.74657965]
 [0.6900642  0.76052684 0.8018435 ]
 [0.6622888  0.74265456 0.6442549 ]
 [0.6934026  0.50063974 0.7389949 ]
 [0.6704864  0.49368712 0.7329416 ]
 [0.6947624  0.30396962 0.80287135]
 [0.6721818  0.3105965  0.7238009 ]
 [0.41851538 0.45122203 0.7147    ]
 [0.40993282 0.4683041  0.77785903]
 [0.320824   0.08001418 0.881252  ]
 [0.31573567 0.10122777 0.8504274 ]
 [0.66937923 0.16617239 0.6590487 ]
 [0.64838815 0.17385091 0.6901804 ]]"
"[[0.529918   0.8602184  0.6103164 ]
 [0.55104387 0.8931747  0.8173621 ]
 [0.5442412  0.8902702  0.64487463]
 [0.6289663  0.89034456 0.74165523]
 [0.60949934 0.89025635 0.5902886 ]
 [0.6587898  0.75719035 0.7040838 ]
 [0.61156607 0.7451755  0.70851076]
 [0.6673674  0.5251763  0.7180927 ]
 [0.6267177  0.5232172  0.6471136 ]
 [0.668101   0.35865074 0.75192505]
 [0.64593107 0.37010044 0.57985735]
 [0.43753144 0.46645817 0.5737822 ]
 [0.41456082 0.47981057 0.8272027 ]
 [0.34080136 0.12094416 0.77487165]
 [0.3090649  0.15883401 0.830477  ]
